,User,Followers,user_id,Tweet,Retweet_Count,Location,Verified_Account,Retweet
397,quimeraXXY,1373,710254733936697345,"RT @RobotDeQueen: Hay que hacerle frente a lo que hizo hoy AMLO contra Loret de Mola

https://t.co/naf2hdYYT5",204,Tercer planeta del S. Solar,False,0
398,luis_2484,357,212810547,"RT @Vianeicita: Lo que más me gusta de AMLO es que no le tiembla la mano para enfrentar a los grupos de poder, pese a todas las criticas qu…",500,merida mexico,False,0
399,AbrahamVelaDib,2831,1241634845220110336,"RT @GHLicona: Dice mi estimado @AntonioAttolini que amlo no infringió la ley, que sólo es mentiroso #TodosSomosLoret https://t.co/59R7yOis0g",43,"Tlalpan, Distrito Federal",False,0
400,CbAlvaro,39,1344414249897099265,"RT @rochaperiodista: Más allá del sueldo de Carlos Loret, AMLO manda el siguiente mensaje: detrás del conductor de Latinus hay poderosos gr…",1527,"Texas, USA",False,0
401,MIRRYUR,286,2222517397,"RT @GHLicona: Dice mi estimado @AntonioAttolini que amlo no infringió la ley, que sólo es mentiroso #TodosSomosLoret https://t.co/59R7yOis0g",43,Estado de México,False,0
402,Octavio_MS,126,345806214,"RT @ChicShion: Creen que con un espacio de twitter van a tumbar a AMLO... que los tiene bailando al son que les toca! 

Claro que todos eso…",31,Mexico,False,0
403,augustomalfavon,117,612173739,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,México City ,False,0
404,LeslieAnaid,1313,89784511,"Somos más los que protestamos por el bien del país.

AMLO es lo peor que le pudo pasar a México.

#nonosvanacallar 

#TodosSomosLoret

https://t.co/KaaZm3jvyJ",0,"Monterrey, NL ",False,0
405,jesus2020bona,154,835950337844465664,RT @Quintana_Troll: 📌México tiene un limite y #AMLO ya lo agotó. #TodosSomosLoret https://t.co/67JTNg9KCg,29,CDMX,False,0
406,afloresramirez,415,206015769,"RT @proceso: W Radio, The Washington Post y Latinus, medios en los que colabora Carlos Loret de Mola, criticaron el acto de intimidación y…",542,"Zapopan, Jalisco",False,0
407,Diablin13,972,94394210,RT @AristeguiOnline: Loret de Mola responde a AMLO: “Está fuera de sí… Quiere callarme… a sus amenazas responderé con denuncias de todo aqu…,2528,#CDMX,False,0
408,MitsugiBoss,91,79034207,"@GMonroyEnergy @SocCivilMx debemos dejar de enfocarnos en AMLO, que en sus mañaneras diga lo que quiera pero que de ahi no pasen sus palabras llenas de odio",0,"Sendai, Japan",False,0
409,pcseguridad,473,136015542,RT @HNoticiasMX: AMLO le propinó un tremendo NOCAUT a Carlos Loret de Mola. https://t.co/VudIrfYZFM a través de @YouTube #LordMontajes #Mer…,3,México DF,False,0
410,AlfonsoHD85,152,100320178,RT @franz_buonapart: @bienrespondona Attolini después de estar en el Space y decir que AMLO es un mentiroso. https://t.co/JZObuWjn4f,24,"Zitácuaro, Michoacán, México.",False,0
411,DarthTiger,677,146152454,"RT @GlodeJo07: El peor crimen que cometió Loret fue robarle a AMLO el show y si algo no tolera el presidente, es que le roben el protagonis…",583,Monterrey,False,0
412,VeroSantamariaC,1028,249490098,"RT @DiegoFonsecaDF: No creo que AMLO camine al castrismo a ser Ortega, ni tan siquiera va rumbo al chavismo, la hegemonía políticamente más…",3,México ,False,0
413,PpQerubinDeDios,259,143610570,@ferbelaunzaran Si ves el Zócalo atascado por Amlo te cagas en tus pañales.,0,MX ,False,0
414,augustomalfavon,117,612173739,"RT @latinus_us: En plena veda, AMLO continúa la propaganda de programas sociales; “son para el pueblo”, argumenta.
#Latinus #InformaciónPar…",115,México City ,False,0
415,domingo042,188,249836824,"RT @aaguirre_g: ¿En qué términos se dio la primera charla entre AMLO y su hijo, José Ramón, después del escándalo de la mansión en Houston?…",914,Xalapa Ver,False,0
416,arsinoeorihuela,388,1246992122940510209,"“One of the biggest missteps by #AMLO” 🤣

You’re a clown, Grillo

The government/movement is under quite EXPLICIT ATTACK by corrupt corporate media. Lying through your teeth is the REAL THREAT against popular consensus rarely seen in the history of #México.

Behave like an adult https://t.co/mwH7VOdySL",1,Alta California 🔁 São Paulo,False,0
417,moyetez,203,446446096,"@jabazmonero @lopezobrador_ @CarlosLoret Cosiiiita, @jabazmonero , ahora resulta que es de dictadores exhibir las cuantiosas ganancias de un mercenario de las comunicaciones. Estos de Forbes qué fachos nos salieron.

Y que conste que no dices que sea falsa la info que dio AMLO, ergo, su molestia revela que es cierto.",0,Iztacalco,False,0
418,ReneVelascoL,573,2399132804,"RT @SergioSarmiento: Donald Trump se cansó de agredir a México y a los mexicanos, pero el presidente López Obrador lo adoptó como aliado y…",1564,Méjico,False,0
419,MansillaRoman,50,799601760,RT @CPJannyBarrera: 🔴 #Sonora 🏜 Todo el respaldo a nuestro Gobernador ⁦@AlfonsoDurazo⁩ y a las y los sonorenses de parte de nuestro Preside…,55,"Monterrey, Nuevo León",False,0
420,ReneVelascoL,573,2399132804,RT @ExpansionMx: El sitio de noticias Latinus y la organización Mexicanos contra la Corrupción revelaron que el primogénito del presidente…,398,Méjico,False,0
421,boryz79,77,463851826,"RT @DeniseDresserG: Aberrante 

AMLO expone información confidencial sobre un ciudadano, que no es funcionario y pide al SAT que verifique…",3672,"Puebla, México",False,0
422,InfoWARZ2021,694,1435903720236126216,"RT @InfoWARZ2021: @JhosepNav @laoctavadigital @lopezobrador_ @CarlosLoret https://t.co/h9Kf5EYbfv EL CHEcheCHE @RloretdeM1
Papá de @CarlosL…",2,notisistema.com/radiometropoli,False,0
423,gerardo11192020,1,1480354292171255808,"RT @SergioSarmiento: Donald Trump se cansó de agredir a México y a los mexicanos, pero el presidente López Obrador lo adoptó como aliado y…",1564,"Guadalajara, Jalisco",False,0
424,J72444733,1,1474477403703586823,"@epigmenioibarra Naaaaaaa.....no mms..!....el hijo de AMLO, el latinlover, esta hasta las manitas de miércoles. Y el ""preciso"" ya no sabe como tapar la cloaca.... desesperado..!!",0,in your wet dreams...,False,0
425,ReneVelascoL,573,2399132804,"RT @LillyTellez: ⚠️ Qué cobarde el presidente López Obrador.

Abusa del poder del estado para violentar los derechos del periodista que exh…",7552,Méjico,False,0
426,Ted_Mosby5,464,1252767500502216704,"RT @latinus_us: INAI pide a servidores públicos respetar la ley ante difusión de datos personales de Loret por AMLO.
#Latinus #InformaciónP…",199,"San Miguel de Allende, Guanajuato",False,0
427,Richycamarena,65,230208196,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,Guadalajara,False,0
428,rodrmz,2134,49747794,"RT @rochaperiodista: Más allá del sueldo de Carlos Loret, AMLO manda el siguiente mensaje: detrás del conductor de Latinus hay poderosos gr…",1527,GDL,False,0
429,AlfonsoSantosH,32,199497999,"RT @proceso: Brozo, el personaje creado por Víctor Trujillo, acusó al presidente Andrés Manuel López Obrador de arrodillarse ante “la verda…",3292,"León, Guanajuato",False,0
430,corcel_cafe,207,1300573838846177287,"La imagen a conveniencia que seleccionó @TwitterMexico y su comandante Hugo Rdz N. para poner una ""decente"" del #LordMontajes y una expresión no tanto de AMLO. Esa publicación le sale a toda la población activa mexicana en TW. Es la agenda de la derecha en twitter. https://t.co/bRdrXdy6a5",0,"Monterrey, Mx",False,0
431,pepelo09,320,315037664,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,City,False,0
432,mx_oskr,119,1054793334047170560,Bien lo decía AMLO: Es tiempo de definiciones. Hoy están quedando claras muchas cosas que estaban ocultas en un escaparate.,0,En la República Mexicana,False,0
433,augustomalfavon,117,612173739,"RT @latinus_us: INAI pide a servidores públicos respetar la ley ante difusión de datos personales de Loret por AMLO.
#Latinus #InformaciónP…",199,México City ,False,0
434,Eogsanz,210,146586774,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",694,Mexico,False,0
435,ravenalbarn,188,189018562,"RT @thesmallestboy: mis dos centavos: el actuar de amlo hoy fue patético…pero de ahí a que loret sea bandera de algo en méxico, cuando es u…",18,Pepperland,False,0
436,iNaviNov,145,425993255,"RT @davidluhnow: Strong stuff here from Spain’s ABC on AMLO. 

“una de las tácticas baratas de los incompetentes es buscarse un enemigo ext…",75,"Real Vallarta, Zapopan",False,0
437,LovelySam07,20070,1116125874468814848,"RT @nonalorehedzg03: La lucha de #AMLO no es un montaje, llegó con el respaldo de millones de mexicanos en una elección democrática y segui…",21,En una nube azul 🦋,False,0
438,izaak47346,360,2595278473,"@BisouCaramel_ @CarlosLoret CONFIDENCIALIDAD 
Si los datos que AMLO reveló sobre Loret son falsos, entonces AMLO no violó la ley de confidencialidad.
Pero si Loret lo quiere aclarar, tiene que mostrar su declaración, y mostraría a sus patrocinadores.",0,"Aguascalientes, México",False,0
439,robertol_1,4299,278220552,"RT @LillyTellez: Imitan al jefe AMLO. 
Un abrazo solidario @letroblesrosa",114,México,False,0
440,LovelySam07,20070,1116125874468814848,"RT @ReRaMor: Mira nomas y se quejan de q AMLO defienda a su hijo de tanta difamación de LordMontajes,  xq si fueron difamaciones, eh.

 Y é…",14,En una nube azul 🦋,False,0
441,michellezeq,200,987100208,RT @ChumelTorres: Otro certero golpe del AMLO del 2011 al represor que tenemos por Presidente. https://t.co/omZmB2oDIB,6141,detroit,False,0
442,alm11pat07,281,1478876706,"RT @ChicShion: Creen que con un espacio de twitter van a tumbar a AMLO... que los tiene bailando al son que les toca! 

Claro que todos eso…",31,"Morelia, Michoacán de Ocampo",False,0
443,jc_dom,182,212643448,@Regia_Alexandra @lopezobrador_ A todo la red Amlo...puro imbecil trepanado,0,"Puebla, México",False,0
444,Ernesti22446605,13,926120436076830720,"RT @kenialopezr: ¡Checa esta gráfica!

Amlo el aspirante a DICTADOR está totalmente fuera de sus casillas.

¿Y saben por qué?

Porque no qu…",3373,"Durango, México",False,0
445,pfloyd2,2011,41179536,"@AlexDominguezB AMLO junta millones en todas las redes sociales, todos los días a las 7 am.
¡Están chavos @AlexDominguezB  !

Si no les gusta, entonces vamos en abril a #RevocacionDeMandato ahí nos medimos,a ver si juntan más de 60 mil 🤣🤣🤣🤣 https://t.co/JMPR6ymovY",1,Mexico City,False,0
446,MariselaGalva10,10,933761022984417280,@De39192489David @GlodeJo07 Y como porque te tiene que dar explicaciones?@GlodeJo07 ..no cabe duda que se pega la estupidez de AMLO 🐭🤡,0,Cd. Mexico ,False,0
447,gerritojay,262,88446460,"RT @joel_valdezn: Les están poniendo un artículo constitucional en la cara (bastante claro, por cierto) y aún así insisten en justificar lo…",28,DF,False,0
448,RogL39,381,148997545,"RT @LeonGTO01: Si AMLO ataca a Loret por exhibir sus corruptelas, nosotros deberíamos exponer lo que ganan sus chayoteros por atacar y defe…",354,Puebla,False,0
449,Yiorch10,1132,250964589,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,"CDMX, Qro, León, Aguas, Zac. y",False,0
450,LovelySam07,20070,1116125874468814848,"RT @marcos4TVA: El presidente @lopezobrador_ se comprometió a mantener e incrementar los programas sociales de su gobierno

Continuara el p…",22,En una nube azul 🦋,False,0
451,nancy_bangstan,120,172899482,"RT @neoliberalover: Si AMLO gana 2 millones 11 mil pesos al año, ¿Cuántos años con el sueldo de Andrés Manuel se necesitan para comprar la…",975,Earth,False,0
452,_Axel_andrade,880,1146507454424989696,"RT @ABCNoticiasMX: 🇲🇽 #NACIONAL | 'Es bueno el debate': AMLO sobre caso Loret de Mola. 

🌐   https://t.co/15CPTQ8cS2 https://t.co/6qeYzOYFeP",1,"Monterrey, NL",False,0
453,torobon,234,87332763,RT @abasave: Es ilegal y antidemocrático que AMLO disponga de información a la que tiene acceso en su carácter de presidente como munición…,933,'quí 'toy!!,False,0
454,JerrySixxDF,2965,451856467,"Con este gran récord #TodosSomosLoret el mundo ahora sabe que en México se está queriendo cocinar una dictadura.
#AmloLaVerguenzaDeMexico
#AmloElFracasoPresidencial #LopezElCorruptoEresTu #AmloCorruptoMafioso
#JoseRamonVividorDeLaNacion
#AMLO
https://t.co/IUWHcxyMbt",2,"P. Sherman, 42 Wallaby Way",False,0
455,torobon,234,87332763,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,'quí 'toy!!,False,0
456,mlandaeta,213,48846007,@luis_gj No te sientas asquedado más bien aconsejarlos solo una vez y despues dejalos que ellos solos se tiren del edificio más alto de Mejico porque es lo que conseguirán besándole el culo a AMLO después los verás llorando sangre porque los tiene comiendo mierda y van a querer emigrar,0,Maracay - Aragua - Venezuela,False,0
457,JavierOm89,176,150523154,"RT @vampipe: Si está de acuerdo con lo que hizo AMLO hoy:

🚩🚩🚩🚩🚩",1092,Ciudad de México,False,0
458,MoniqueDeMexico,14340,1397311540399800328,RT @JMatamorense: Que sigan ladrando los 🐕 🐕 opositores y los chayoteros corruptos mercenarios golpistas de la 4T... los mexicanos de a pie…,76,RedAmloObradorista.com,False,0
459,GusEspejel,1927,863103961578033152,RT @MXvsCORRUPCION: Aquí puedes leer nuestra investigación completa https://t.co/84IrBYwkdM,1115,🇦🇿,False,0
460,DULCE_DE_LECH3,4605,1293376164761919488,"RT @elgatopolitico_: Aristegui advierte que ""Se están rompiendo los límites desde el máximo poder de la República"", en alusión al millonari…",393,"Moscú, Rusia",False,0
461,MarisolLegaspi,126,362555925,"RT @zapatitolindo: Amlo, los mexicanos trabajan para mantener a sus hijos NO a los tuyos.🙅‍♀️ https://t.co/d15EPZiWLQ",328,"San Juan del Río, Querétaro Ar",False,0
462,RogL39,381,148997545,"RT @LillyTellez: Hoy AMLO habló de religión y le respondo en su tono para que entienda:
La 4T es equiparable a sacerdotes pederastas. Doble…",835,Puebla,False,0
463,aitorlegarda,1235,2397259374,"@malmodo79 Viva AMLO, Viva la 4 T, metan presos esas ratas manipuladoras de la verdad, falso periodismo !",0,"Av. Ausias March 28, Valencia ",False,0
464,gustavoolvera87,373,1145509594355163137,"RT @Paulguerra16: ¡Seré breve!
TODOS somos, y apoyamos al presidente AMLO.",80,Álvaro Obregón,False,0
465,Major_Tomassino,849,1352961669668986883,"RT @RoqueRua: Esto es lo que pasa cuando actúas con el estómago, en lugar de usar el cerebro. Solito se metió el pie:
Accionistas de Baker…",3,Te sigue,False,0
466,Richycamarena,65,230208196,RT @El_Universal_Mx: Lo que vimos hoy cruzó la frontera; AMLO puso a mi familia a merced de la delincuencia: Loret de Mola https://t.co/RsX…,328,Guadalajara,False,0
467,MansillaRoman,50,799601760,RT @Eltiotonysoy: Resulta que AMLO se debe quedar callado ante los ataques despiadados y sin fundamento de @CarlosLoret en contra de su hij…,134,"Monterrey, Nuevo León",False,0
468,jccbnica,11,1429177964386717700,RT @Guiosvald: Hoy asesinaron al quinto periodista en México y AMLO expone los ingresos de otro comunicador. ¿Desvío de la atención?,9,Alemania,False,0
469,drluis_oyerv,345,335341724,"RT @dranibalacosta: Ya estoy hasta la madre de AMLO.

#lqclp",7,Monterrey NL,False,0
470,fherfb,95,180229461,"RT @proceso: W Radio, The Washington Post y Latinus, medios en los que colabora Carlos Loret de Mola, criticaron el acto de intimidación y…",542,"Chihuahua, México",False,0
471,parisluis2,2760,151130628,RT @BernaCasa: @infobaemexico @CarlosLoret AMLO COMETE 2 DELITOS PENALES! 1-VIOLAR EL SECRETO FISCAL DE UN PERIODISTA Y 2 HACER ESCARNIO AB…,1,México,False,0
472,adrianamx,840,46044450,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",694,"ÜT: 19.4025089,-99.1758619",False,0
473,luar_8791,255,1436774008775606272,"RT @makdavicho1974: No te equivoques Hernán, no hay mejor jugador de ajedrez q AMLO 😎",12,México,False,0
474,EulalioGon,1589,193546475,Tiene miedo... AMLO tiene miedo AMLO tiene miedo 🎶🎶🎶,0,"La Republica, Monterrey",False,0
475,fcastillo_volvo,137,391738677,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,"Boston, MA",False,0
476,antonio22943071,162,733373659,"RT @DrLorenzoMeyer: El índice de democracia de The Economist, que considera al México de Calderón más democrático que el de AMLO, dice más,…",4083,Ciudad de Mexico,False,0
477,andrukos,654,2381381834,"@Michelegante ¿Mucho más impacto? Umm... lo dudo.
Aunque tampoco soy fan del hashtag, creo que tuvo un gran impacto. Récord de audiencia en #Spaces.

Por otro lado, no se trata de Loret, ni de AMLO. Lo de hoy es una manifestación diferente. Al menos yo no había visto algo así en redes. Saludos",0,México,False,0
478,Julieta52124609,3444,928149064881000448,RT @alsnig: Propongo una marcha y un bloqueo a todas las vías de acceso a CDMX el 21 de marzo; cerrando la entrada a la ciudad a  Amlo cuan…,2,Estado De México,False,0
479,Richycamarena,65,230208196,"RT @pedroferriz3: Estoy seguro lo que hoy hizo @lopezobrador_ con @CarlosLoret no pasara desapercibido. 

#AMLO muestra una vez más su rost…",487,Guadalajara,False,0
480,LUISMORAV3,247,1264056959856250886,"@amicuscurios @elpayador @CarlosLoret @SATMX No mmes, yo lo twitie un día antes que AMLO hiciera público el chayote del #LordMontajes . Es la dinámica de las mañaneras, no hay nada nuevo bajo el sol. No mami blue.",0,CDMX ,False,0
481,AllandeJesusCa2,242,970665978689409025,"RT @btoxic79: No sé equivoquen, Carmen, Loret, Anabel, Julito, Lydia, Denise (ambas), JLD, Ciro, Leo, etc, su enemigo no es AMLO, es la hon…",79,"Puebla, México",False,0
482,Alduxxx_1983,121,381803675,"@el_dansk @MasterDavidSG @Erickisback1 @monerohernandez @MalthusGamba A ver troll relax,  te comienzas a quedar sin argumentos y te quieres poner ofensivo. La gente de a pie no esta hablando no seas mentiroso,  esta berreando puro gente que se siente dueña del país o intocable, es decir no tergiverses. Loret no violo la privacidad del hijo de Amlo",0,CDMX,False,0
483,9Nachoo,128,228383760,RT @infobaemexico: 📹 Así fue como AMLO sugirió pausar las relaciones México-España: “No nos vean como tierra de conquista” 🔥 https://t.co/5…,47,"Valladolid, España",False,0
484,proreshou,9049,191173310,"RT @LillyTellez: Imitan al jefe AMLO. 
Un abrazo solidario @letroblesrosa",114,"México, Chihuahua",False,0
485,9Nachoo,128,228383760,RT @infobaemexico: @RicardoMonrealA #Entérate España pidió a AMLO explicaciones sobre su intención de pausar las relaciones diplomáticas y…,45,"Valladolid, España",False,0
486,danielito74,858,151740878,"RT @vendehumo_1: #TodosSomosLoret ¿Los seguidores de AMLO a quién van a admirar ahora? Están en el espacio Eugenio Derbez, Werever, ""El Buk…",1,Monterrey,False,0
487,elisaragon7,646,116929442,"@Osiris_Aquino Es por lo mismo que llevaron a amlo a la presidencia, exactamente el mismo efecto",0,"TUXTLA GUTIERREZ, CHIAPAS",False,0
488,amejer,266,117965380,RT @MXvsCORRUPCION: Aquí puedes leer nuestra investigación completa https://t.co/84IrBYwkdM,1115,"Hipódromo, Ciudad de México",False,0
489,KpopMx9,3644,526905283,"RT @AlfredoLecona: ⚠️OJO con lo que acaba de pasar en la mañanera. 
Dice AMLO que desde el pueblo le llegó un papelito con el sueldo de @Ca…",4877,EXOPlanet,False,0
490,azam0710,582,626737170,"RT @ChicShion: Creen que con un espacio de twitter van a tumbar a AMLO... que los tiene bailando al son que les toca! 

Claro que todos eso…",31,"West Des Moines, Iowa ",False,0
491,mangelhr72,71,147621875,"RT @RegeneracionMx: #Video Tras negarse a la transparencia, el presidente #AMLO reveló que #CarlosLoretDeMola gana más de 35 millones de pe…",22,Mèxico,False,0
492,garmored,19,555444712,"RT @SinLinea_Mx: Ya respondió Carlos Loret.
Ojo‼️
Se queja, pero no desmiente lo que informó AMLO 
También Televisa tendrá que explicar por…",687,Estado de México,False,0
493,Malkavialic,87,870076856510234624,RT @LuisValLe_A: ᴬᴹᴸᴼ     |     PERIODISMO,7,"Cuauhtémoc, Distrito Federal",False,0
494,galloar,118,57460552,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,Mexico city,False,0
495,elcid_manco,299,1448168429496635393,"RT @muleygervasi: el perro más peligroso que tiene AMLO cacas ahora mismo es el @ArturoZaldivarL, además a principio de su mandató colocó a…",4,"Santiago de Compostela, España",False,0
496,luis_2484,357,212810547,RT @Francis51880356: Por lo pronto dijo AMLO; los altos directivos de televisa me tienen que informar porque le pagan a Loret si ya no trab…,147,merida mexico,False,0
497,Carlos_RoseteE,2677,633994562,"Lo d Loret d Mola ha sido el pretexto idóneo q estaba esperando la oposición c/ todos estos personajes d influencia en sus ámbitos, para no solo desconocer al gob d AMLO, sino frenarlo a como dé lugar. El pretexto es la violencia vs periodistas q nunca reclamaron a gob anteriores https://t.co/m7rI94wbeX",0,México,False,0
498,Vickenia62,2307,92646329,RT @ezshabot: Eso no se hace. Así de sencillo abrazo ⁦@CarlosLoret⁩  https://t.co/MzWMfoFcNs,425,México,False,0
499,Richycamarena,65,230208196,"RT @ferbelaunzaran: Baia, baia…

La cloaca sigue hediendo👇

Accionistas de Baker Hughes piden investigar posible conflicto de interés por r…",211,Guadalajara,False,0
500,expedientex15,1689,2345921084,"RT @ChicShion: Creen que con un espacio de twitter van a tumbar a AMLO... que los tiene bailando al son que les toca! 

Claro que todos eso…",31,México 🇲🇽 😍😍💮💮🌼🌼,False,0
501,chiqueblue,48,4761025214,RT @AristeguiOnline: Loret de Mola responde a AMLO: “Está fuera de sí… Quiere callarme… a sus amenazas responderé con denuncias de todo aqu…,2528,México,False,0
502,jjdlsh,153,1483878047690506245,no entiendo q hizo amlo,0,alan mi chico bonito ♡︎,False,0
503,chuy129,134,246314784,"RT @vendehumo_1: #TodosSomosLoretdeMola

Periodistas, conductores, deportistas, artistas, políticos, empresarios, intelectuales, activistas…",3,"Guadalajara, Jalisco",False,0
504,semorenoc,169,115735854,"RT @rochaperiodista: Más allá del sueldo de Carlos Loret, AMLO manda el siguiente mensaje: detrás del conductor de Latinus hay poderosos gr…",1527,"México, D.F. - Cuernavaca",False,0
505,miguel_garzaQ,195,185506765,Yo no apoyo a amlo ni a loret. Pero loret de mola dice que afecta su privacidad lo que dijo en su conferencia de prensa. Pero el no fue el primero en mostrar la dirección y la casa del hijo de amlo? Eso es incongruencia no? O soy yo? @CarlosLoret,0,Monterrey MX,False,0
506,margotthh,2598,172488257,"RT @Brenn0505: La sekta y las focas tenemos que andar defendiendo al Presidente de los bots por la críticas a Loret pero además de eso, ten…",38,México,False,0
507,MonserratIruz,379,151248699,RT @LuisValLe_A: ᴬᴹᴸᴼ     |     PERIODISMO,7,"Blue Earth, MN",False,0
508,quimograndepv,1392,195502956,"Porque en vez de llorar,vas a Texas y presentas las pruebas contra la nuera de AMLO? Anímate,no que es clara la corrupción? Que te puede pasar más que una pequeña demanda y tener que pagar unos cuantos millones de dolaritos? Con el departamento de Miami te alcanza. https://t.co/7XNI3ZCZNn https://t.co/M2a1NVBPTq",0,villahermosa,False,0
509,ppvalerio,230,151351332,RT @franz_buonapart: @bienrespondona Attolini después de estar en el Space y decir que AMLO es un mentiroso. https://t.co/JZObuWjn4f,24,"Zacatecas, Mexico",False,0
510,TiburonGarciaC,1078,2283902796,"@pollowach @aracelibs @CarlosLoret jajaja ahora resulta q a Loret lo corrieron por órdenes de amlo jajaja te mamaste,y según tu desmentir una mentira en la sección de Vilchis,es atacar??neta piensas eso",0,"Veracruz,México ",False,0
511,DonGalaz,2276,70010255,"RT @Pajaropolitico: A través de una carta, accionistas de la petrolera Baker Hughes pidieron iniciar una investigación por un posible confl…",541,"Mérida, Yucatán.",False,0
512,williechirinos,20659,149891523,"El caso de las corporaciones españolas en México, llama la atención, sobre todo los casos relacionados con el petróleo (PEMEX) , y estas corporaciones españolas.
Por su puesto, para la mediatica mundial y los palangristas el que está loco es AMLO. 
 https://t.co/reaHHCVnOi",1,Venezuela,False,0
513,CancunSOS,5607,281058140,"RT @Pajaropolitico: A través de una carta, accionistas de la petrolera Baker Hughes pidieron iniciar una investigación por un posible confl…",541,"Cancún, Q. Roo",False,0
514,saul_rios_a,133,106756416,"RT @CarlosLoret: La casona del hijo de AMLO en Houston es como Odebrecth 2ª parte. Así lo denuncia el PAN: no son iguales, son peores. La e…",3654,"México, DF",False,0
515,fruti70,394,1925462426,"RT @BorisSGomezU: Solidaridad latinoamericana con @CarlosLoret periodista mexicano vilmente atacado, en cadena nacional estatal, por el rég…",1500,"autos, música ",False,0
516,Ismaboehmio,2,1432082790724554754,"RT @Erickisback1: Me parece preocupante el ínfimo nivel de análisis de quienes dicen que AMLO ""se distrae de cosas importantes"", pues no pa…",1010,"Iztapalapa, Distrito Federal",False,0
517,sergiocastillo0,127,46918417,SE ACABO LA PACIENCIA! AMLO SOLTO EL GOLPE! LORET AMENAZO CON HABLAR DE ... https://t.co/vujyHShtwW a través de @YouTube,0,México,False,0
518,Herek_Tor,563,161593395,"RT @proceso: “¡Qué cosa! Usar los datos de Hacienda para perseguir a un periodista. ¡Y además datos falsos, montos inflados! Dice que en 20…",1322,México,False,0
519,CharroMamon,539,1199139409,"Pobres chairos tantos años y no entienden que desde siempre el peor enemigo de AMLO no es Loret, no es Calderón, ni Peña ni los conservadores ni el neoliberalismo, es el mismo su peor enemigo. #TodosSomosAmlo #TodosSomosLoret",0,"Macuspana, Tabasco",False,0
520,jncrlsramon2,1487,634058443,"RT @ioangrillo: Almost 1 am here in Mexico and I just tuned into almost 50,000 people in this Space on the attack/ implicit threat by Presi…",21,"Distrito Federal, México",False,0
521,lucencia28,516,2733135655,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,"Cuauhtémoc, Distrito Federal",False,0
522,noemi_pa,108,32524701,"RT @latinus_us: INAI pide a servidores públicos respetar la ley ante difusión de datos personales de Loret por AMLO.
#Latinus #InformaciónP…",199,Mexico,False,0
523,UNCOMAX,830,110038706,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,"Puebla, México",False,0
524,Antonymus2,327,727536031,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,Movilidad permanente,False,0
525,esanchezXXXI,1253,3074030062,RT @MXvsCORRUPCION: #Entérate: El director de @Pemex Romero Oropeza intentó desacreditar la investigación de MCCI y Latinus por posible con…,2731,"Iztapalapa, Distrito Federal",False,0
526,torres2002,1047,88035796,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,Junto a la Victoria.,False,0
527,Herek_Tor,563,161593395,"RT @latinus_us: En plena veda, AMLO continúa la propaganda de programas sociales; “son para el pueblo”, argumenta.
#Latinus #InformaciónPar…",116,México,False,0
528,DonGalaz,2276,70010255,"RT @latinus_us: Grupo de accionistas de Baker Hughes exigen a la petrolera investigar conflicto de interés por casas de hijo de AMLO.
#Lati…",688,"Mérida, Yucatán.",False,0
529,mau_ariza,1997,234239499,Este space relevante habla más allá del pleito de AMLO y Loret. Habla de la desprotección de periodistas frente al Estado #NoTodosSomosLoret https://t.co/KFC1HwXgn6,0,Mexico,False,0
530,jc_vazqz_16,340,405785685,"RT @vampipe: Si está de acuerdo con lo que hizo AMLO hoy:

🚩🚩🚩🚩🚩",1092,México,False,0
